module,function,datetime,provider,level,msg
FlaLD_BepressDC,log,"2021-08-04 09:11:39,655",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1405"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,657",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1407"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,659",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1408"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,662",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1410"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,664",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1411"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,666",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1412"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,668",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1413"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,670",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1415"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,673",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1416"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,675",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1417"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,677",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1421"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,680",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1422"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,682",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1423"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,684",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1424"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,686",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1425"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,688",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1427"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,690",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1428"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,693",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1429"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,695",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1430"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,697",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1431"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,699",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1432"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,701",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1433"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,703",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1434"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,705",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1436"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,707",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1438"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,709",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1440"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,711",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1441"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,714",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1443"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,716",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1445"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,718",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1446"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,720",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1447"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,722",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1455"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,724",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1448"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,727",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1449"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,730",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1450"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,733",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1451"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,735",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1453"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,737",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1454"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,739",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1456"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,742",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1457"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,744",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1458"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,746",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1459"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,748",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1460"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,749",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1464"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,751",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1461"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,754",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1463"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,756",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1462"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,758",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1465"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,761",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1466"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,763",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1468"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,766",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1467"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,768",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1470"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,770",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1471"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,773",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1472"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,775",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1473"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,778",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1474"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,780",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1475"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,782",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1476"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,784",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1478"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,787",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1479"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,790",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1481"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,792",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1483"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,795",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1484"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,797",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1485"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,798",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1486"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,801",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1487"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,803",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1488"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,805",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1489"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,808",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1490"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,811",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1491"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,813",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1492"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,816",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1493"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,818",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1494"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,820",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1495"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,824",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1496"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,827",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1497"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,829",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1499"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,831",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1502"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,834",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1503"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,836",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1504"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,838",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1505"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,841",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1507"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,843",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1506"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,845",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1508"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,848",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1509"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,849",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1510"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,851",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1511"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,854",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1512"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,856",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1513"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,858",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1514"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,860",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1515"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,863",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1516"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,865",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1517"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,868",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1518"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,870",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1519"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,872",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1520"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,875",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1521"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,877",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1522"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,880",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1523"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,882",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1524"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,884",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1526"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,886",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1527"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,888",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1529"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,890",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1528"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,893",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1531"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,895",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1533"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,898",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1535"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,900",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1537"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,903",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1538"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,905",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1539"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,907",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1540"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,909",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1541"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,911",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1542"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,913",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1543"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,916",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1544"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,918",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1545"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,920",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1546"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,923",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1548"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,925",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1549"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,927",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1550"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,929",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1551"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,931",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1553"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,933",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1552"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,936",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1556"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,939",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1557"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,941",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1558"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,943",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1559"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,945",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1560"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,948",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1561"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,949",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1562"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,951",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1563"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,953",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1564"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,955",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1565"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,957",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1566"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,960",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1567"
FlaLD_BepressDC,log,"2021-08-04 09:11:39,962",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1570"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,042",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1573"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,085",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1574"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,104",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1575"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,108",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1576"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,110",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1577"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,112",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1578"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,114",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1580"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,117",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1581"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,119",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1582"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,122",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1583"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,124",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1584"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,126",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1585"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,128",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1586"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,130",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1587"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,132",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1591"
FlaLD_BepressDC,log,"2021-08-04 09:11:40,134",Florida International University Libraries,WARNING,"aggregation.preview: 'NoneType' object is not iterable - oai:digitalcommons.fiu.edu:etd-1588"
